Key	Company	Position	Location	Category	Experience_Level	Salary
8e1f70c4e1828d6d	Collins Aerospace	Mechanical/Industrial Engineer Co-op (Summer/Fall 2024) (Onsite)	Melbourne, FL	ME	ENTRY_LEVEL	
81f27f8877b1f21f	Espey Mfg. & Electronics Corp.	Mechanical Engineer I	Saratoga Springs, NY 12866	ME	ENTRY_LEVEL	$50,000 - $65,000 a year
26ee48902f2a575a	VBFA	Mechanical Engineer	Murray, UT 84107	ME	ENTRY_LEVEL	From $64,000 a year
fa3cf54e0e31f2ee	Apple	Product Design Engineer, Home	Cupertino, CA	ME	ENTRY_LEVEL	
60a6361e3a65efdf	Custom Engineering Inc	Mechanical Engineer	Missouri	ME	ENTRY_LEVEL	$51,721.14 - $110,000.00 a year
5194fe86cbd7c27a	OptiPro Systems	Algorithm Engineer	Ontario, NY 14519	ME	ENTRY_LEVEL	$60,000 - $75,000 a year
d92f1b8c3dc43666	Savannah River National Laboratory	Postdoc Research Associate - Mechanical Engineering	Aiken, SC	ME	ENTRY_LEVEL	
34c1005611f15239	REV Group	Engineer I Mechanical	Ocala, FL 34474	ME	ENTRY_LEVEL	Estimated $62.2K - $78.8K a year
e0dfac57a4c3619d	Proconex	Recent Graduate - Mechanical Engineering	Royersford, PA	ME	ENTRY_LEVEL	Estimated $69.1K - $87.5K a year
67a7533f97cf8152	Packsize, LLC	Resident Service Engineer - Greencastle, PA	Greencastle, PA 17225	ME	ENTRY_LEVEL	$68,000 - $78,000 a year
f847ba54405a29a1	Apple	Acoustic Engineer | VPG	Boulder, CO 80301	ME	ENTRY_LEVEL	
b63acc7e1ecf3899	E-ONE	Mechanical Engineer - Entry Level - Fire Truck Industry	Ocala, FL	ME	ENTRY_LEVEL	Estimated $57.2K - $72.4K a year
5d7061fd10c42172	Turner Construction Company	Mech/Elec Field Engineer-Engineering Assistant – MSG Traveler (College Grad '23/'24)	United States	ME	ENTRY_LEVEL	Estimated $63.3K - $80.2K a year
67c2f7afacff6701	LK Architecture	Mechanical Engineer	Wichita, KS 67203	ME	ENTRY_LEVEL	Estimated $58.6K - $74.2K a year
416b1fb7931d12b5	Department of Water Resources	MECHANICAL ENGINEER	Butte County, CA	ME	ENTRY_LEVEL	$6,175 - $11,567 a month
5dff8c8c0d70a329	dIREKTION360	HVAC/Plumbing Engineer	Fort Lauderdale, FL 33301 (Flagler Heights area)	ME	ENTRY_LEVEL	$75,000 - $150,000 a year
